,csv_path,len(df),correctness_acc,easy_acc,med_acc,hard_acc,avg_reasoning_score,avg_easy_reasoning_score,avg_med_reasoning_score,avg_hard_reasoning_score
0,target_deepseek_14b_judge_llama_3_1_8B_it_attack_alter.csv,193,96.37305699481865,98.33333333333333,97.32142857142857,85.71428571428571,4.694300518134715,4.633333333333334,4.741071428571429,4.619047619047619
1,target_deepseek_14b_judge_llama_3_1_8B_it_attack_irrelevant.csv,235,100.0,100.0,100.0,100.0,4.965957446808511,4.955223880597015,4.978260869565218,4.931034482758621
2,target_deepseek_14b_judge_llama_3_1_8B_it_attack_naive.csv,271,99.63099630996311,100.0,99.37888198757764,100.0,4.974169741697417,5.0,4.968944099378882,4.948717948717949
3,target_deepseek_14b_judge_llama_3_1_8B_it_attack_paraphrase.csv,269,96.6542750929368,95.71428571428572,98.10126582278481,92.5,4.921933085501859,4.8428571428571425,4.981012658227848,4.825
4,target_deepseek_32b_judge_llama_3_1_8B_it_attack_alter.csv,204,97.05882352941177,95.08196721311475,97.45762711864407,100.0,4.745098039215686,4.672131147540983,4.762711864406779,4.875
5,target_deepseek_32b_judge_llama_3_1_8B_it_attack_irrelevant.csv,274,98.54014598540147,100.0,98.10126582278481,97.77777777777777,4.916058394160584,4.942857142857143,4.8924050632911396,4.955555555555556
6,target_deepseek_32b_judge_llama_3_1_8B_it_attack_naive.csv,286,99.3006993006993,98.57142857142858,99.41176470588235,100.0,4.937062937062937,4.9,4.9411764705882355,4.977777777777778
7,target_deepseek_32b_judge_llama_3_1_8B_it_attack_paraphrase.csv,289,98.26989619377161,98.57142857142858,98.22485207100591,97.95918367346938,4.882352941176471,4.9714285714285715,4.846153846153846,4.877551020408164
8,target_deepseek_7b_judge_llama_3_1_8B_it_attack_alter.csv,130,93.84615384615384,91.30434782608695,93.84615384615384,100.0,4.630769230769231,4.565217391304348,4.6,4.888888888888889
9,target_deepseek_7b_judge_llama_3_1_8B_it_attack_irrelevant.csv,195,99.48717948717949,100.0,99.11504424778761,100.0,4.9282051282051285,4.982456140350878,4.902654867256637,4.916666666666667
10,target_deepseek_7b_judge_llama_3_1_8B_it_attack_naive.csv,194,99.48453608247422,100.0,99.09909909909909,100.0,4.938144329896907,4.967213114754099,4.936936936936937,4.857142857142857
11,target_deepseek_7b_judge_llama_3_1_8B_it_attack_paraphrase.csv,194,99.48453608247422,98.4126984126984,100.0,100.0,4.963917525773196,4.968253968253968,4.972477064220183,4.904761904761905
12,target_llama_3_1_8B_it_judge_llama_3_1_8B_it_attack_alter.csv,300,96.66666666666667,95.71428571428572,96.53179190751445,98.21428571428571,4.773333333333333,4.757142857142857,4.77456647398844,4.785714285714286
13,target_llama_3_1_8B_it_judge_llama_3_1_8B_it_attack_irrelevant.csv,300,99.0,100.0,99.42196531791907,96.42857142857143,4.913333333333333,4.928571428571429,4.92485549132948,4.857142857142857
14,target_llama_3_1_8B_it_judge_llama_3_1_8B_it_attack_naive.csv,300,99.0,100.0,98.26589595375722,100.0,4.9,4.885714285714286,4.913294797687861,4.875
15,target_llama_3_1_8B_it_judge_llama_3_1_8B_it_attack_paraphrase.csv,300,99.33333333333333,97.14285714285714,100.0,100.0,4.883333333333334,4.928571428571429,4.861271676300578,4.892857142857143
16,target_qwen_2_5_7b_judge_llama_3_1_8B_it_attack_alter.csv,300,95.66666666666667,88.57142857142857,98.84393063583815,94.64285714285714,4.626666666666667,4.571428571428571,4.6531791907514455,4.607142857142857
17,target_qwen_2_5_7b_judge_llama_3_1_8B_it_attack_irrelevant.csv,300,97.33333333333334,94.28571428571428,98.84393063583815,96.42857142857143,4.753333333333333,4.685714285714286,4.791907514450867,4.714285714285714
18,target_qwen_2_5_7b_judge_llama_3_1_8B_it_attack_naive.csv,300,98.33333333333333,98.57142857142858,98.26589595375722,98.21428571428571,4.8133333333333335,4.771428571428571,4.791907514450867,4.928571428571429
19,target_qwen_2_5_7b_judge_llama_3_1_8B_it_attack_paraphrase.csv,300,96.66666666666667,95.71428571428572,97.6878612716763,94.64285714285714,4.8,4.771428571428571,4.815028901734104,4.785714285714286
20,target_qwq_32b_judge_llama_3_1_8B_it_attack_alter.csv,289,98.6159169550173,98.57142857142858,98.7878787878788,98.11320754716981,4.865051903114187,4.857142857142857,4.878787878787879,4.830188679245283
21,target_qwq_32b_judge_llama_3_1_8B_it_attack_irrelevant.csv,291,97.59450171821305,98.57142857142858,97.0059880239521,98.11320754716981,4.962199312714777,4.957142857142857,4.970059880239521,4.943396226415095
22,target_qwq_32b_judge_llama_3_1_8B_it_attack_naive.csv,298,97.6510067114094,98.57142857142858,96.51162790697676,100.0,4.939597315436242,4.9,4.965116279069767,4.909090909090909
23,target_qwq_32b_judge_llama_3_1_8B_it_attack_paraphrase.csv,296,99.32432432432432,98.57142857142858,100.0,98.14814814814815,4.949324324324325,4.942857142857143,4.941520467836257,4.981481481481482
